;------------------------------------------------------------
;1_霊夢
;------------------------------------------------------------
;服
立絵_服_通常_1,1.webp,0,0,180,180
立絵_服_笑顔_1,1.webp,180,0,180,180
立絵_服_憤怒_1,1.webp,360,0,180,180
;裸
立絵_裸_通常_1,1.webp,0,180,180,180
立絵_裸_笑顔_1,1.webp,180,180,180,180
立絵_裸_憤怒_1,1.webp,360,180,180,180
;差分
立絵_服_通常_1_冬服,1_2.webp,0,0,180,180
立絵_服_笑顔_1_冬服,1_2.webp,180,0,180,180
立絵_服_憤怒_1_冬服,1_2.webp,360,0,180,180
立絵_裸_通常_1_冬服,1_2.webp,0,180,180,180
立絵_裸_笑顔_1_冬服,1_2.webp,180,180,180,180
立絵_裸_憤怒_1_冬服,1_2.webp,360,180,180,180

;------------------------------------------------------------
;1_霊夢
;------------------------------------------------------------
;服
顔絵_服_通常_1,1_顔.webp,0,0,180,180
顔絵_服_笑顔_1,1_顔.webp,180,0,180,180
顔絵_服_憤怒_1,1_顔.webp,360,0,180,180
顔絵_服_発情_1,1_顔.webp,900,0,180,180
顔絵_服_睡眠_1,1_顔.webp,720,360,180,180
;裸
顔絵_裸_通常_1,1_顔.webp,0,180,180,180
顔絵_裸_笑顔_1,1_顔.webp,180,180,180,180
顔絵_裸_憤怒_1,1_顔.webp,360,180,180,180
顔絵_裸_発情_1,1_顔.webp,900,180,180,180
顔絵_裸_睡眠_1,1_顔_2.webp,720,360,180,180
顔絵_裸_自慰_1,1_顔.webp,720,180,180,180
顔絵_裸_愛撫_1,1_顔.webp,0,360,180,180
顔絵_裸_性交_1,1_顔.webp,180,360,180,180
;体形差分
顔絵_巨乳服_睡眠_1,1_顔.webp,900,360,180,180
顔絵_巨乳裸_睡眠_1,1_顔_2.webp,900,360,180,180
顔絵_爆乳服_睡眠_1,1_顔.webp,900,360,180,180
顔絵_爆乳裸_睡眠_1,1_顔_2.webp,900,360,180,180
顔絵_巨乳服_睡眠_1_冬服,1_顔.webp,900,360,180,180
顔絵_巨乳裸_睡眠_1_冬服,1_顔_2.webp,900,360,180,180
顔絵_爆乳服_睡眠_1_冬服,1_顔.webp,900,360,180,180
顔絵_爆乳裸_睡眠_1_冬服,1_顔_2.webp,900,360,180,180

;体形拆分
顔絵_服_巨乳拆分_1,1_巨.webp,0,0,180,180
顔絵_裸_巨乳拆分_1,1_巨.webp,0,180,180,180
;エフェクト
顔絵_照れ_1,1_顔.webp,540,0,180,180
顔絵_吐息_1,1_顔.webp,360,360,180,180
顔絵_汗_1,1_顔.webp,540,360,180,180
;差分
顔絵_服_通常_1_冬服,1_顔_2.webp,0,0,180,180
顔絵_服_笑顔_1_冬服,1_顔_2.webp,180,0,180,180
顔絵_服_憤怒_1_冬服,1_顔_2.webp,360,0,180,180
顔絵_服_発情_1_冬服,1_顔_2.webp,900,0,180,180
顔絵_服_睡眠_1_冬服,1_顔.webp,720,360,180,180
顔絵_裸_通常_1_冬服,1_顔_2.webp,0,180,180,180
顔絵_裸_笑顔_1_冬服,1_顔_2.webp,180,180,180,180
顔絵_裸_憤怒_1_冬服,1_顔_2.webp,360,180,180,180
顔絵_裸_発情_1_冬服,1_顔_2.webp,900,180,180,180
顔絵_裸_睡眠_1_冬服,1_顔_2.webp,720,360,180,180
顔絵_裸_自慰_1_冬服,1_顔_2.webp,720,180,180,180
顔絵_裸_愛撫_1_冬服,1_顔_2.webp,0,360,180,180
顔絵_裸_性交_1_冬服,1_顔_2.webp,180,360,180,180
顔絵_服_巨乳拆分_1_冬服,1_巨.webp,180,0,180,180
顔絵_裸_巨乳拆分_1_冬服,1_巨.webp,180,180,180,180
顔絵_照れ_1_冬服,1_顔_2.webp,540,0,180,180
顔絵_吐息_1_冬服,1_顔_2.webp,360,360,180,180
顔絵_汗_1_冬服,1_顔_2.webp,540,360,180,180

顔絵_すやすや照れ_1,1_顔.webp,540,180,180,180
顔絵_AFTERTRAニー_1,1_顔.webp,720,0,180,180
顔絵_AFTERTRAニー巨乳_1,1_顔_2.webp,720,0,180,180
